source	target	freq
تفكيكي	tafkīkī	1
تفكيكه	tafkīkih	1
الكواشف	al-kawāshif	1
تفكيرنا	tafkīrinā	1
تفكيرات	Tafkīrāt	1
تفكهة	tafakuhat	1
تفكروا	Tafakkarū	1
تفكر	tufakkir	1
تفك	Tufakk	1
الكواملة	al-Kawāmilah	1
الكهاح	al-Kifāḥ	1
تقبع	taqbaʻ	1
تقبل	taqbal	1
الكنسى	al-Kanasī	1
تقربوا	taqrabū	1
تقرؤون	taqraʼūn	1
تقرأوا	taqraʼū	1
تقرء	tuqraʼ	1
تقديمها	taqdīmuhā	1
تقديمه	taqdīmahu	1
الكنعان	Kanʻān	1
الكنعانية-الفينيقية	al-Kanʻānīyah-al-Fīnīqīyah	1
Evidencees	Evidencees	1
تقرع	taqraʻu	1
الكندية	al-Kanadīyah	1
تقريرآ	taqrīran	1
European	European	1
Solutions	Solutions	1
Evanglical	Evanglical	1
تقريباً	taqrīban	1
الكنزازي	al-Kanzāzī	1
الكنس	al-Kunnas	1
الكنسوسي	al-Kansūsī	1
الكنعد	al-Kanʻad	1
تقدمت	taqaddamat	1
الكنى	al-kuná	1
Sokkar	Sokkar	1
تقدمات	takaddumāt	1
Sok	Sok	1
الكنيستين	al-Kanīsatayn	1
الكنيسى	al-Kunayyisī	1
الكنيسي	al-Kubaysī	1
تقدح	taqdaḥu	1
الكنين	al-Kunīn	1
تقتحم	taqtaḥimu	1
تقبلين	taqbalīna	1
تقدمته	taqdimatahu	1
تقدمه	taqaddamahu	1
تقديخ	taqdīm	1
الكنعنة	al-Kanʻanah	1
تقديري	taqdīrī	1
تقديره	taqdīrih	1
الكنكوهي	al-Kankūhī	1
الكنهل	al-Kanhal	1
Solaiman	Solaiman	1
تقدىم	taqdīm	1
الكنوني	al-Kannūnī	1
تقدمي	Taqaddumī	1
El-Taweel	El-Taweel	1
Développement	Développement	1
جبرية	jabrīyah	1
Düşünce	Düşünce	1
جبروت	jabarūt	1
جبروا	Jabrū	1
القنصليات	al-qunṣulīyāt	1
جبرة	Jabrah	1
جبرايل	Jubrāʼīl	1
جبرانية	Jubrānīyah	1
جبراني	Jubrānī	1
جبرانكم	Jubrānukum	1
Dār	Dār	1
القنطور	al-Qanṭūr	1
Décembre	Décembre	1
القنال	al-qanāl	1
القناوي	al-Qināwī	1
جبهات	jabahāt	1
جبناء	jubanāʼ	1
القنة	al-Qinnah	1
القندس	al-Qundas	1
القندول	al-qandūl	1
Dzmata	Dzmata	1
جبع	Jabaʻ	1
جبرييل	Hiljā	1
جبريني	Jibrīnī	1
Débutants	Débutants	1
القنوبي	al-Qanūbī	1
جبهتين	jabhatayn	1
جباليا	Jabāliyā	1
القهالي	al-Quhālī	1
جبالها	jibāluhā	1
جبالة	Jibālah	1
جبالا	jibālinā	1
القهاوي	al-qahāwī	1
القهقهات	al-Qahqahāt	1
القهواتي	al-Qahwātī	1
القوائد	al-Qawāʻid	1
جباره	Jabārah	1
القنيطيرة	al-Qunayṭīrah	1
جبان	Jabbān	1
Dīvān	Dīvān	1
DʼÉTAT	DʼÉTAT	1
القنور	al-Qannūr	1
DʼÉgypte	DʼEgypte	1
القنوي	al-Qanaw−i	1
القني	al-Fannī	1
Tamimi	Tamimi	1
جباية	jibāyat	1
جبانة	jabbānat	1
جبهتى	jabhatay	1
جبهويات	Jabhawīyāt	1
القمقم	al-qumqum	1
القمل	al-ʻamal	1
القمنى	al-Qamnī	1
جخيدب	Jukhaydab	1
جخ	Jakhkh	1
Tan	Tan	1
جحيشي	Juḥayshī	1
جحيدري	Juḥaydarī	1
القميحا	al-Qamīḥā	1
Droits	Droits	1
جحور	juḥūr	1
جدال	Jadal	1
جدارية	jidārīyah	1
القمش	al-Qamsh	1
القمشهي	al-Qumshahí̄	1
Tangeb	Tangeb	1
Drioton	Drioton	1
القمعيتين	al-qamʻīyatayn	1
جبو	Jabbū	1
القنادل	al-qanādīl	1
القنازعي	Qanāziʻī	1
جبيل-لبنان	Jubayl-Lubnān	1
القناش	al-Qannāsh	1
جبيرة	jabīrat	1
القناصل	al-qanāṣil	1
جبيب	Ḥabīb	1
جبي	Jubbī	1
القناعي	al-Qināʻī	1
جبورى	Jibūrī	1
Dur	Dur	1
القنافذ	al-qanāfidh	1
جتمد	Ḥāmid	1
جحمة	Jaḥmah	1
جتنير	Jatnīr	1
جحش	jaḥsh	1
جحدلي	Jaḥdalī	1
جحدر	Jaḥdar	1
القميري	al-Qumayrī	1
القميص	al-Qamīṣ	1
جحة	Ḥijjah	1
جحاز	Jiḥāz	1
Drums	Drums	1
القنادسة	al-Qanādisah	1
جثمان	Juthmān	1
جثة	juththat	1
جثام	Jaththām	1
القوادون	al-qawwādūn	1
El-Machreq	El-Machreq	1
القوقعة	al-Qawqaʻah	1
جامعبة	jāmiʻīyah	1
جامعاتي	Jāmiʻātī	1
Tafsīr	Tafsīr	1
القولد	al-Qūlid	1
جامعا	jāmiʻan	1
جامد	Ḥāmid	1
القوما	al-qūmā	1
جامة	Jāmiʻat	1
القومة	al-qawmah	1
جاليريا	Jālīriyā	1
القوزي	al-Qawzī	1
القوصونيون	al-Qūṣūnīyūn	1
القوطاري	al-Qūṭārī	1
القوطى	al-Qūṭī	1
القوطية	al-Qūṭīyah	1
ECCLESIAE	ECCLESIAE	1
EDIDIT	EDIDIT	1
جالينوس	Jālīnūs	1
جالي	Jālī	1
جاعوني	Jāʻūnī	1
جاعد	Jāʻid	1
جاشم	Jāsim	1
جاش	Jāsh	1
جاسوسية	jāsūsīyat	1
جاسوسة	jāsūsah	1
Tabyīn	Tabyīn	1
ELIE	ELIE	1
Tabet	Tabet	1
TWA	TWA	1
جاس	Gass	1
القومسيون	al-qūmisyūn	1
جالطة	Jāliṭah	1
جالسورذي	Jālsūrdhī	1
جالسا	Jālisan	1
جالزورثي	Galsworthy	1
جال	Jamāl	1
جاكومو	Jākūmū	1
جاكوب	Jākūb	1
Tafsir	Tafsir	1
جاكعة	Jāmiʻat	1
جاكرتا-إندونيسيا	Jākartā-Indūnīsiyā	1
Taez-Yemen	Taez-Yemen	1
القوز	al-Qawz	1
جامعه	Jāmiʻat	1
جبائية	Jibāʼīyat	1
القواقل	al-Qawāqil	1
جاودان	Jāvidān	1
جاواد	Jāvād	1
القوالب	al-qawālib	1
القوامة	al-Qiwāmah	1
جاهليين	jāhilīyīn	1
جاهليون	jāhilīyūn	1
جاهليتها	jāhiliyatihā	1
جاهليته	Jāhilīyatihi	1
جاهلية	jāhilīyat	1
جاهلي	jāhilī	1
جاهل	jāhil	1
جاهد	jāhid	1
جانيت	Jānīt	1
جاوره	jāwarahu	1
جاين	Jane	1
جاية	jāyyah	1
جايادهير	Jāyādʹhīr	1
جايا	Jāyā	1
E-Parliament	E-Parliament	1
Tamazgha	Tamazgha	1
جاوي	Ḥāwī	1
جاوى	Jāwī	1
جاوزت	jāwazat	1
القواعدية	al-qawāʻidīyah	1
القوانيني	al-Qawānīnī	1
جامى	Jāmī	1
Tahani	Tahani	1
جامعيية	jāmiʻīyah	1
E=MC2	E=MC2	1
القوجوي	al-Qūjawī	1
القوريني	al-Qūrīnī	1
القورينية	al-Qūrīnīyah	1
جامعو	Jāmiʻū	1
جامعها	jāmiʻuhā	1
جانو	Jānū	1
E=M	E=M	1
القواميس	al-qawāmīs	1
جانفيي	Jānfiyī	1
القوانن	al-qawānin̄	1
جاندار	Jāndār	1
جانجي	Jānjī	1
جانتسا	Jānatsā	1
جانبية	jānibīyah	1
جانبي	jānibayy	1
Tales	Tales	1
Talal	Talal	1
جداليات	Jidālīyāt	1
Draft	Draft	1
جرني	Gurney	1
القطاعية	al-qiṭāʻīyah	1
القطاف	al-qiṭāf	1
القطامين	Qaṭāmayn	1
جرمن	Jarmin	1
جرمس	Jarrūs	1
جرمانيا	Jirmānīya	1
جرماني	Jarmānī	1
Tartous	Tartous	1
جركسية	Jarkasīyah	1
القطاوي	al-Qaṭṭāwī	1
القطة	al-qiṭṭah	1
Taux	Taux	1
جرعة	Jurʻah	1
Tawhïd	Tawhïd	1
جري	jará	1
جروهمان	Jrūhmān	1
جروندال	Jurūndāl	1
جروس-برس	Jarrūs-Bris	1
القطارة	al-Qaṭṭārah	1
Dicionário	Dicionário	1
جروبي	Jurūbbī	1
جروب	Jrūb	1
جرواني	Jarawānī	1
جرعات	Jurʻāt	1
جريان	jarayān	1
جرحس	Jirjis	1
جرحاني	Jurjānī	1
جرحان	Jarḥān	1
Tarif	Tarif	1
القطرية-البريطانية	al-Qaṭarīyah-al-Birīṭānīyah	1
القطريين	al-Qaṭarīyīn	1
Dimensions	Dimensions	1
Dimna	Dimna	1
Dine	Dine	1
القطشة	al-Qaṭshah	1
جرحاً	jurḥan	1
جرحك	Jarḥik	1
القطروي	al-Qaṭūrī	1
جرده	jarradahu	1
جردناه	jarradnāhu	1
جردن	Jordan	1
جردة	Jardat	1
القطرى	al-Quṭrī	1
Dimashq	Dimashq	1
Tarih	Tarih	1
جردات	Jarādāt	1
جرد	Jard	1
جرحي	jurḥī	1
جرحهم	jarraḥahum	1
القضابي	al-Quḍḍābī	1
جزا	Jazā	1
Tchad	Tchad	1
جزئية	juzʼīyah	1
جزئي	juzʼī	1
جزئ	Juzayʼ	1
جزأن	juzʼan	1
جزءين	juzʼayn	1
جزءاً	juzʼan	1
جزءان	juzʼān	1
Description	Description	1
Desires	Desires	1
القضات	al-Quḍāt	1
Descriptio	Descriptio	1
جزلات	Jazalāt	1
Teachings	Teachings	1
Teaching	Teaching	1
جزب	Ḥizb	1
جزايرى	Jazāyirī	1
جزان	Jāzān	1
جزائية	jizāʼīyah	1
القضائيةد	al-Qaḍaʼīyah	1
القضائيين	al-qaḍāʼīyīn	1
جزʼ	Juzʼ	1
Tawtum	Tawtum	1
جريدته	jarīdatihi	1
جريدت	Jarīdat	1
Dhail-al-Shaqāʼiq-al-Nuʻmānīya	Dhail-al-Shaqāʼiq-al-Nuʻmānīya	1
Dhina	Dhina	1
جريح	jarīḥ	1
Tawill	Tawill	1
Taxe	Taxe	1
جرينلو	Jrīnlū	1
Deuxième	Deuxième	1
القضاعية	al-Qaḍāʼiyah	1
جريم	Jrīm	1
جريفاني	Jurayfānī	1
جريشه	Jirīshah	1
Taʻallum	Taʻallum	1
جريش	Juraysh	1
Dewey	Dewey	1
جرجى	Jurjī	1
جرجورة	Jarjūrah	1
القلبية	al-qalbīyah	1
القلسطيني	al-Filasṭīnī	1
Djillali	Djillali	1
Document	Document	1
القلعاوي	al-Qalʻāwī	1
جديجة	Khadījah	1
القلقيلي	al-Qalqīlī	1
القللي	al-Qulalī	1
جدى	jaddī	1
جدوي	Jadwī	1
جدوى	jadwá	1
القلستا	al-Qalsatā	1
جديدين	jadīdayn	1
جدير	Jadīr	1
القلاوي	al-Qallāwī	1
جذل	Judhul	1
جذرية	jadhrīyah	1
Taqwīm	Taqwīm	1
جذايذ	Jadhāyidh	1
جذامي	Judhāmī	1
جذاذات	Jadhādhāt	1
جدّة	Jiddah	1
جدُا	jiddan	1
جديلي	Judaylī	1
جديلتك	Jadīlatuki	1
القلبي	al-Qalbī	1
Taqiyya	Taqiyya	1
القلندرية	al-Qalandarīyah	1
القطط	al-qiṭaṭ	1
جدعاني	Jadʻānī	1
Doç	Doç	1
القماط	al-qamāṭ	1
القمامة	al-qimāmah	1
جداي	Jaddāy	1
جدعة	Jadʻah	1
جدواها	jadwāhā	1
القمار	al-Qimār	1
القلنونية	al-qānūnīyah	1
القلهاتي	al-Qalhātī	1
Tantā	Tantā	1
القلوذي	al-Qulūdhī	1
القليصي	al-Qulayṣī	1
Domination	Domination	1
القليلة	al-qalīlah	1
جدلي	jadalī	1
القمادي	al-Qammādī	1
Dominicains	Dominicains	1
Donohue	Donohue	1
جدكاب	Juddukāb	1
Diwan	Diwan	1
القلانسى	al-Qalānisī	1
جرباء	Jarbāʼ	1
جرايسي	Jarāysī	1
القعايدة	al-Qaʻāydah	1
جرايد	jarāyid	1
جراي	Jrāy	1
جرانڤيل	Jrānvīl	1
جرام	jirām	1
جرافيكس	Jirāfīks	1
القعيب	al-Quʻayb	1
جربه	Jirbah	1
Directions	Directions	1
جرجرة	Jarjarah	1
القطعان	al-Quṭʻān	1
Directory	Directory	1
جرجان	Jurjān	1
القطعي	al-Qaṭʻī	1
القطمه	al-Quṭmah	1
القطني	al-quṭnī	1
القطى	al-Qurá	1
القطيطي	al-Quṭayṭī	1
جرافى	Jarāfī	1
جراائم	jarāiʼm	1
جرائمها	jarāʼimuhā	1
جرائمه	jarāʼimihi	1
Distributed	Distributed	1
القلازين	al-Qalāzīn	1
جراءة	jarāʼah	1
جراء	jarrāʼ	1
جرئ	Jarīʼ	1
جرأة	jurʼah	1
جذوع	Judhūʻ	1
جذوري	judhūrī	1
القلال	al-Qalāl	1
القلاب	al-Qallāb	1
Dirhams	Dirhams	1
القفاش	al-Qaffāsh	1
Dirāsāt	Dirāsāt	1
القفال	al-Qaffāl	1
القفر	al-qafr	1
Dissimulation	Dissimulation	1
جراخ	Chirākh	1
جراحي	jirāḥī	1
جراحة	jirāḥat	1
القفل	al-Qufl	1
القكرية	al-fikrīyah	1
جراجرة	Jarājirah	1
القوميه	al-QawmīyaH	1
القوميون	al-Qawmīyūn	1
EU-Jordanian	EU-Jordanian	1
تيملي	Taymallī	1
تيمسعراق	tīmsʻarāq	1
تيمة	tīmat	1
Sunna	Sunna	1
تيلوين	Tīlwīn	1
تيلور	Taylūr	1
Summiel	Summiel	1
تيفوس	Tayfūs	1
تيفاوين	Tīfāwīn	1
تيغم	Tieghem	1
تيشك	Tīshk	1
تيمقطن	Tīmuqṭin	1
تيموثي	Timūthy	1
تينية	Taynīyah	1
تيندوف	Tīndūf	1
تينايت	tīnāyt	1
تين	Tayn	1
الكبر	al-kibr	1
Egyptian-Arabic	Egyptian-Arabic	1
الكبراء	al-kubarāʼ	1
تيمورلنك	Taymūrlink	1
Egyptien	Egyptien	1
تيهاوت	Tīhāwat	1
تيتي	titī	1
تيتانيكات	Taytānīkāt	1
تيبو	tībū	1
تيبغورين	Taybghūrīn	1
تيبريوس	Tiberius	1
تيبازه	Tibāzah	1
تيبازة	Tībāzah	1
تيبا	Tibyā	1
تيب	Tīb	1
تياسر	tayāsur	1
تيارت	Tīyārt	1
تياراتها	tayyāratuhā	1
تيتوس	Taytūs	1
تيج	Tīj	1
تيجان	Tījān	1
Egyption	Egyption	1
تيس	Tays	1
الكبريان	al-kubrayān	1
الكبريت	al-Kibrīt	1
تيزنيت	Tīznīt	1
تيزلكاد	Tīzlakād	1
تيرنو	Tīrnū	1
تيرمل	Tīrumal	1
تيرانس	Terence	1
تيراز	Tīrāz	1
الكبك	al-kabak	1
تيجية	tījīyah	1
تيجم	Tījim	1
تيه	Tīh	1
تيهي	Tīhī	1
Supervision	Supervision	1
Effendy	Effendy	1
الكامن	al-kāmin	1
الكامنة	al-kāminah	1
الكاميرا	al-kāmīrā	1
الكاميليا	al-Kāmīlyā	1
الكانتونات	al-kantūnāt	1
Efforts	Efforts	1
ثالوث	thālūth	1
ثالثا	thālithan	1
الكامله	al-kāmilah	1
الكانم	al-Kānim	1
Supplement	Supplement	1
ثاير	Thāyir	1
ثايت	Thābit	1
ثاورة	Thāwrah	1
ثاودورس	Thāwdūrus	1
ثانڤي	Thānvī	1
ثانيةَ	thāniyatan	1
ثانيةً	thānīyatan	1
Effects	Effects	1
الكانمشكاني	al-Kānimshkānī	1
تيواجني	Tīwājinī	1
تٱميم	taʼmīm	1
تٱريخ	Taʼrīkh	1
تُريكَ	Turīka	1
تُريك	turīka	1
تيپازة	Tībāzah	1
الكباش	al-Kabāsh	1
الكباص	al-Kabbāṣ	1
تيوليب	Tīyūlīb	1
تيوفانس	Thiyūfānus	1
الكبت	al-Kutub	1
تيودوروڤيتش	Tiyūdūrūvītsh	1
تيودوروڤتش	Tyūdūrūvitsh	1
تيودوروفتش	Teodorovich	1
الكباري	al-Kabārī	1
ثاغست	Thāghist	1
Sunnah	Sunnah	1
ثارات	Thārāt	1
الكاهنات	al-kāhināt	1
Egartā	Egartā	1
الكاوبوي	al-kāwbūy	1
الكاونجارو	al-Kāwnajārū	1
ثائرات	thāʼirāt	1
ثائرا	thāʼiran	1
الكاينة	al-kāyinah	1
ثأمر	Thaʼammur	1
الكبابيش	al-Kabābīsh	1
Summarium	Summarium	1
تياترو	Tiyātrū	1
توفيقه	tawfīqihi	1
الكتابان	al-Kitābān	1
El-Hagge	El-Hagge	1
Sud	Sud	1
توفيف	Tawfīq	1
توفير	tawfīr	1
الكتاتني	al-Kattātinī	1
توفى	tuwuffiya	1
توفر	tawaffur	1
توقادي	Tūqādī	1
توكيد	tawkīd	1
توكلنا	tawakkalnā	1
توكرة	Tūkrah	1
توك	tūk	1
توقيق	Tawfīq	1
توقيف	Tawqīf	1
توقيعك	Tawqīʻak	1
توقيعات	tawqīʻāt	1
توقفوا	Tawaqqafū	1
توقف	tawaqqafa	1
توقعية	tawaqquʻīyah	1
توقبال	Tūqbāl	1
توفهق	Tawfīq	1
تي-شيرت	Tī-shīrt	1
توصل	tawaṣṣala	1
توشيرير	Tūshīrīr	1
توشيحات	Tawshīḥāt	1
توشك	tūshik	1
توسيعات	tawsīʻāt	1
الكتبا	al-kutabā	1
الكتبة	al-Katabah	1
توسيركاني	Tūsīrkānī	1
توسلات	Tawassulāt	1
توسعه	tawassuʻihi	1
توسانت	Toussaint	1
توغلت	tawaghghalat	1
توصيفية	tawṣīfīyah	1
توغلات	tawaghghulāt	1
الكتالوج	al-katālūj	1
Succar	Succar	1
El-Hamad	El-Hamad	1
توطينها	tawṭīnihā	1
الكتانيون	al-Kattānīyūn	1
توضيحيا	tawḍīḥiyan	1
توضيحي	tawḍīḥī	1
توضيحا	Tawḍīḥan	1
Subtitle	Subtitle	1
توضعهم	tawaḍḍuʻuhum	1
توضح	tuwaḍḍiḥu	1
توصيل	Tawṣīl	1
توكيل	Tawkīl	1
Sufisumʼs	Sufisumʼs	1
تولد	tawallud	1
تويتي	Tuwaytī	1
تويترية	twītrīyah	1
تويتر	Tuwītar	1
تويا	Tūyā	1
توهيمات	tawhīmāt	1
تونيسية	Tūnisīyah	1
تونيس	Tūnīs	1
Sultanate	Sultanate	1
الكبيسيى	al-Kubaysī	1
تونسيات	Tūnisīyāt	1
Eighteen	Eighteen	1
تونسى	Tūnisī	1
تونسنا	Tūnusunā	1
تونس-ليبيا	Tūnis-Lybyā	1
الكبيسى	al-Kubaysī	1
تويجات	Tuwayjāt	1
تي	Tī	1
تىمور	Taymūr	1
تىف	taʹlīf	1
توکلى	Tavakkulī	1
تويژينهوه	tiwêjînewe	1
تويه	Tuwayyih	1
Egyptِٰ	Egypt	1
الكبيره	al-kabīrah	1
تويرقي	Tuwayriqī	1
Ehmed	Ehmed	1
Ekklesia	Ekklesia	1
توليه	Toelle	1
تولينا	Tulīnā	1
توليدية	tawlīdīyah	1
توليد	tawlīd	1
تولية	tawlīyat	1
توليب	Tūlīb	1
تولي	tawallá	1
تولوا	tawallū	1
تولو	tawallaw	1
Sulaiman	Sulaiman	1
تومساك	Tūmsāk	1
تونجورجي	Tūnjūrjī	1
تونا	Tūnā	1
Suleiman	Suleiman	1
تومئ	tūmiʼ	1
تومبي	Tūmbī	1
Sulaymaniyah	Sulaymaniyah	1
El-Aziz	El-Aziz	1
Sur	Sur	1
جاريتها	jāriyatihā	1
ثورتي	thawratay	1
ثورته	thawratihi	1
ثورتان	thawratān	1
Súryāye	Súryāye	1
Economic	Economic	1
Economics	Economics	1
ثوراتنا	thawrātinā	1
القيري	al-Qīrrī	1
القيزاني	al-Qīzānī	1
Sïnà	Sïnà	1
ثورتها	thawratahā	1
ثوبان	Thawbān	1
القيروانى	al-Qayrawānī	1
ثيمري	Qaymarī	1
ثيمات	thīmāt	1
القيح	al-qayḥ	1
القيراوني	al-Qayrawānī	1
القيرع	al-Qayraʻ	1
ثول	Thuwal	1
ثوري	thawrī	1
ثورو	Thūrū	1
ثورنتون	Thūrntūn	1
ثورجية	thawrajīyah	1
ثورجي	thawrajī	1
Sêfidîn	Sêfidîn	1
ثوبا	thawban	1
Syrien	Syrien	1
القيمرية	al-Qaymarīyah	1
القيمريون	al-Qaymarīyūn	1
ثنائيا	thunāʼīyan	1
Economies	Economies	1
القيمية	al-Qiyamīyah	1
ثموسى	Mūsá	1
ثمنة	Thamanah	1
ثمنا	Thamanan	1
القين	al-Qīn	1
ثمريت	Thamarīt	1
القيومية	al-Qayyūmīyah	1
ثنايان	Thanayyān	1
القيسوني	al-Qaysūnī	1
ثنوان	Thanwān	1
القيسى	al-Qaysī	1
ثواقب	Thawāqib	1
القيسية	al-Qaysīyah	1
ثوابه	thawābuhu	1
ثوابته	thawābitihi	1
القيصر	al-qayṣar	1
القيق	al-Qayq	1
القيل	al-Qīl	1
ثهلان	Thahlān	1
ثنية	thanīyat	1
القيلي	Qīlī	1
Séert	Séert	1
Systèmes	Systèmes	1
ثنيات	thanīyyāt	1
القيافة	al-qiyāfah	1
الكافيه	al-kāfīh	1
جارات	Jārāt	1
EVANGELIA	EVANGELIA	1
القويز	al-Qawīz	1
القويعية	al-Quwayʻīyah	1
القوچاني	al-Qūchānī	1
جادرجي	Jādirjī	1
القيء	al-Qayʼ	1
القياتي	al-Qayātī	1
EZAHAB	EZAHAB	1
Eain	Eain	1
جاحدة	jāḥidah	1
جاراهم	jārāhum	1
جاربردي	Jārabardī	1
القوني	al-Qūnī	1
TVET	TVET	1
جاروش	Jārūsh	1
TRIPS	TRIPS	1
جارو	Jārū	1
جارن	jārin	1
جارفو	Jārifū	1
جارف	jārif	1
TH	TH	1
جارد	Jārid	1
جارح	jāriḥ	1
جارثيا	Jārthīyā	1
جاثوم	Jāthūm	1
القياد	al-qiyād	1
جائز	jāʼiz	1
جاؤوا	jāʼū̄	1
جاءون	Jāʼūn	1
جاءوا	jāʼū	1
جاءتني	jāʼatnī	1
جاءت	jāʼat	1
Ebneroomi	Ebneroomi	1
جئتك	Jiʼtuka	1
القياس-الاستحسان-الاستصلاح-الاستصحاب	al-qiyās-al-istiḥsān-al-istiṣlāḥ-al-istiṣḥāb	1
جأش	Jaʼsh	1
القياسي	al-qiyāsī	1
Ebû	Ebû	1
جائري	Ḥāʼirī	1
جابون	Jābūn	1
Eastern	Eastern	1
Ebdo	Ebdo	1
جابخانه	Chāpʹkhānah-ʼi	1
جابخانة	Jābkhānah	1
Súryāyātā	Súryāyātā	1
Ebn	Ebn	1
القيّم	al-Qayyim	1
ثمراته	thamarātuh	1
ثقافيا	thaqāfīya	1
ثقافته	thaqāfatuh	1
ثقافةين	thaqāfatayn	1
Editedb	Edited	1
الكاشى	al-Kāshī	1
Edito	Edito	1
ثقات	thiqāt	1
Symposium	Symposium	1
ثغرية	Thaghrīyah	1
ثغرة	thaghrah	1
الكاستلية	al-Kāstlīyah	1
الكاريكاتيرست	al-kārīkātīrist	1
الكاريكاتيرية	al-kārīkātīrīyah	1
ثقفيان	S̲aqafiyān	1
الكارينا	al-kārīnā	1
ثقفان	Thaqfān	1
الكاس	al-Kās	1
ثقافيته	thaqāfīyah	1
Edited	Edited	1
الكاظمة	Kāẓimah	1
الكآبة	al-kaʼābah	1
ثرواتنا	tharwātinā	1
ثرمداء	Tharmadāʼ	1
الكافور	al-kāfūr	1
الكافى	al-Kāfī	1
ثرثارة	tharthārah	1
ثربا	Thurayyā	1
ثراه	tharāhu	1
ثراء	Tharāʼ	1
Suwaed	Suwaed	1
ثبوتها	thubūtuhā	1
ثبتة	Thabtah	1
الكافرين	al-kāfirīn	1
ثرواتها	tharawātihā	1
ثعين	Thuʻayn	1
ثرواني	Tharwānī	1
ثعلبة	Thaʻlabat	1
Editor	Editor	1
الكاظمية	al-Kāẓimīyah	1
Education	Education	1
ثعالبى	Thaʻālibī	1
ثعالب	Thaʻālib	1
Edvic	Edvic	1
الكاظمين	al-Kāẓimīn	1
ثرى	thará	1
ثروتها	tharwatihā	1
Ef	Ef	1
الكاظميين	al-Kāẓimīyīn	1
الكاظيمي	al-Kāẓīmī	1
الكافرة	al-kāfirah	1
الكاريكاتوريين	al-kārīkātūrīyīn	1
الكاريكاتوري	al-kārīkātūrī	1
ثقيلة	thaqīlat	1
ثمان	thamāni	1
الكاتبʼʼ	al-kātibʼʼ	1
Ed	Ed	1
الكاتبين	al-kātibīn	1
الكاثولية	al-Kāthūlikiyah	1
ثلوج	Thulūj	1
ثلما	Thalmā	1
ثلجية	thaljīyah	1
ثلثي	thulthay	1
ثلثة	thulthat	1
ثمانمائة	thamānimiʼat	1
ثلا	Thulā	1
Syriaʼs	Syriaʼs	1
الكأس	al-Kaʼs	1
ثمبا	Thimbā	1
ثمانين	thamānīn	1
الكاب	al-Kuttāb	1
الكابري	al-Kābrī	1
الكابور	al-Kābūr	1
الكابوس	al-Kābūs	1
ثلثا	Thulthā	1
Syriaque	Syriaque	1
الكارثية	al-kārithīyah	1
Eddin	Eddin	1
الكارهون	al-Kārihūn	1
الكاروز	al-Kārūz	1
ثلاثاء	thulāthāʼ	1
ثلاثا	thalāthan	1
Edessa	Edessa	1
Edit	Edit	1
ثلاتة	thalātat	1
الكاريزما	al-kārīzmā	1
ثلاثتهم	Thalāthatuhum	1
ثلاثمئة	thalāthmiʼat	1
الكارتوجرافي	al-kārtūjirāfī	1
الكاثوليكيين	al-Kāthūlīkīyīn	1
ثلب	Thalib	1
ثلاسينوس	Thalāsīnūs	1
الكادحون	al-kādiḥūn	1
الكادحين	al-kādiḥīn	1
ثلاثي	thulāthī	1
الكاديكي	al-Kādīkī	1
اللآهوتية	al-Lāhūtīyah	1
المارلبورو	al-Mārlibūrū	1
GRAPP	GRAPP	1
المارنواس	al-Mārnuwās	1
المارون	al-mārūn	1
تاريخانية	tārīkhānīyat	1
الماركسيين	al-Mārkisīyīn	1
المارك	al-Mārik	1
الماركة	al-mārkah	1
الماركتنج	al-mārkitinj	1
الماركسلامية	al-Mārkslāmīyah	1
الماركسي	al-Mārkisī	1
تاربخية	tārīkhīyah	1
تادين	al-Dīn	1
تادمكي	Tādamakkī	1
تادلي	Tādilī	1
تادله	Tādlah	1
تادلا	Tādlā	1
Semele	Semele	1
Gabriel	Gabriel	1
المازڤي	al-Māzivī	1
الماس	al-mās	1
الماساة	al-mʼ̄asāh	1
تارة	Tārah	1
Gabi	Gabi	1
Sentence	Sentence	1
الماري	al-Māgirī	1
تاريح	tārīkh	1
المارينز	al-Mārīnz	1
تارىخه	tārīkhuhu	1
تارىخ	tārīkh	1
تارودانت	Tārūdānt	1
الماريني	Mārīnī	1
تارق	Tāriq	1
تارخية	tārīkhīyah	1
تارخيا	tārikhiyyan	1
